ZipCode,City,StateCode,Zone,DeliveryDays
Postal Code,Place Name,State Abbreviation,,
23662,Poquoson,VA,Eastern,2
23663,Hampton,VA,Eastern,2
23664,Hampton,VA,Eastern,2
23665,Hampton,VA,Eastern,2
23666,Hampton,VA,Eastern,2
23667,Hampton,VA,Eastern,2
23668,Hampton,VA,Eastern,2
23669,Hampton,VA,Eastern,2
23670,Hampton,VA,Eastern,2
23681,Hampton,VA,Eastern,2
23690,Yorktown,VA,Eastern,2
23691,Yorktown,VA,Eastern,2
23692,Yorktown,VA,Eastern,2
23693,Yorktown,VA,Eastern,2
23694,Lackey,VA,Eastern,2
23696,Seaford,VA,Eastern,2
23701,Portsmouth,VA,Eastern,2
23702,Portsmouth,VA,Eastern,2
23703,Portsmouth,VA,Eastern,2
23704,Portsmouth,VA,Eastern,2
23705,Portsmouth,VA,Eastern,2
23707,Portsmouth,VA,Eastern,2
23708,Portsmouth,VA,Eastern,2
23709,Portsmouth,VA,Eastern,2
23801,Fort Lee,VA,Eastern,2
23803,Petersburg,VA,Eastern,2
23804,Petersburg,VA,Eastern,2
23805,Petersburg,VA,Eastern,2
23806,Petersburg,VA,Eastern,2
23821,Alberta,VA,Eastern,2
23822,Ammon,VA,Eastern,2
23824,Blackstone,VA,Eastern,2
23825,Blackstone,VA,Eastern,2
23827,Boykins,VA,Eastern,2
23828,Branchville,VA,Eastern,2
23829,Capron,VA,Eastern,2
23830,Carson,VA,Eastern,2
23831,Chester,VA,Eastern,2
23832,Chesterfield,VA,Eastern,2
23833,Church Road,VA,Eastern,2
23834,Colonial Heights,VA,Eastern,2
23836,Chester,VA,Eastern,2
23837,Courtland,VA,Eastern,2
23838,Chesterfield,VA,Eastern,2
23839,Dendron,VA,Eastern,2
23840,Dewitt,VA,Eastern,2
23841,Dinwiddie,VA,Eastern,2
23842,Disputanta,VA,Eastern,2
23843,Dolphin,VA,Eastern,2
23844,Drewryville,VA,Eastern,2
23845,Ebony,VA,Eastern,2
23846,Elberon,VA,Eastern,2
23847,Emporia,VA,Eastern,2
23850,Ford,VA,Eastern,2
23851,Franklin,VA,Eastern,2
23856,Freeman,VA,Eastern,2
23857,Gasburg,VA,Eastern,2
23859,Handsom,VA,Eastern,2
23860,Hopewell,VA,Eastern,2
23866,Ivor,VA,Eastern,2
23867,Jarratt,VA,Eastern,2
23868,Lawrenceville,VA,Eastern,2
23870,Jarratt,VA,Eastern,2
23872,Mc Kenney,VA,Eastern,2
23873,Meredithville,VA,Eastern,2
23874,Newsoms,VA,Eastern,2
23875,Prince George,VA,Eastern,2
23876,Rawlings,VA,Eastern,2
23878,Sedley,VA,Eastern,2
23879,Skippers,VA,Eastern,2
23881,Spring Grove,VA,Eastern,2
23882,Stony Creek,VA,Eastern,2
23883,Surry,VA,Eastern,2
23884,Sussex,VA,Eastern,2
23885,Sutherland,VA,Eastern,2
23887,Valentines,VA,Eastern,2
23888,Wakefield,VA,Eastern,2
23889,Warfield,VA,Eastern,2
23890,Waverly,VA,Eastern,2
23891,Waverly,VA,Eastern,2
23893,White Plains,VA,Eastern,2
23894,Wilsons,VA,Eastern,2
23897,Yale,VA,Eastern,2
23898,Zuni,VA,Eastern,2
23899,Claremont,VA,Eastern,2
23901,Farmville,VA,Eastern,2
23909,Farmville,VA,Eastern,2
23911,Andersonville,VA,Eastern,2
23915,Baskerville,VA,Eastern,2
23917,Boydton,VA,Eastern,2
23919,Bracey,VA,Eastern,2
23920,Brodnax,VA,Eastern,2
23921,Buckingham,VA,Eastern,2
23922,Burkeville,VA,Eastern,2
23923,Charlotte Court House,VA,Eastern,2
23924,Chase City,VA,Eastern,2
23927,Clarksville,VA,Eastern,2
23930,Crewe,VA,Eastern,2
23934,Cullen,VA,Eastern,2
23935,Darlington Heights,VA,Eastern,2
23936,Dillwyn,VA,Eastern,2
23937,Drakes Branch,VA,Eastern,2
23938,Dundas,VA,Eastern,2
23939,Evergreen,VA,Eastern,2
23941,Fort Mitchell,VA,Eastern,2
23942,Green Bay,VA,Eastern,2
23943,Hampden Sydney,VA,Eastern,2
23944,Kenbridge,VA,Eastern,2
23947,Keysville,VA,Eastern,2
23950,La Crosse,VA,Eastern,2
23952,Lunenburg,VA,Eastern,2
23954,Meherrin,VA,Eastern,2
23955,Nottoway,VA,Eastern,2
23958,Pamplin,VA,Eastern,2
23959,Phenix,VA,Eastern,2
23960,Prospect,VA,Eastern,2
23962,Randolph,VA,Eastern,2
23963,Red House,VA,Eastern,2
23964,Red Oak,VA,Eastern,2
23966,Rice,VA,Eastern,2
23967,Saxe,VA,Eastern,2
23968,Skipwith,VA,Eastern,2
23970,South Hill,VA,Eastern,2
23974,Victoria,VA,Eastern,2
23976,Wylliesburg,VA,Eastern,2
24000,Roanoke,VA,Eastern,2
24001,Roanoke,VA,Eastern,2
24002,Roanoke,VA,Eastern,2
24003,Roanoke,VA,Eastern,2
24004,Roanoke,VA,Eastern,2
24005,Roanoke,VA,Eastern,2
24006,Roanoke,VA,Eastern,2
24007,Roanoke,VA,Eastern,2
24008,Roanoke,VA,Eastern,2
24009,Roanoke,VA,Eastern,2
24010,Roanoke,VA,Eastern,2
24011,Roanoke,VA,Eastern,2
24012,Roanoke,VA,Eastern,2
24013,Roanoke,VA,Eastern,2
24014,Roanoke,VA,Eastern,2
24015,Roanoke,VA,Eastern,2
24016,Roanoke,VA,Eastern,2
24017,Roanoke,VA,Eastern,2
24018,Roanoke,VA,Eastern,2
24019,Roanoke,VA,Eastern,2
24020,Roanoke,VA,Eastern,2
24022,Roanoke,VA,Eastern,2
24023,Roanoke,VA,Eastern,2
24024,Roanoke,VA,Eastern,2
24025,Roanoke,VA,Eastern,2
24026,Roanoke,VA,Eastern,2
24027,Roanoke,VA,Eastern,2
24028,Roanoke,VA,Eastern,2
24029,Roanoke,VA,Eastern,2
24030,Roanoke,VA,Eastern,2
24031,Roanoke,VA,Eastern,2
24032,Roanoke,VA,Eastern,2
24033,Roanoke,VA,Eastern,2
24034,Roanoke,VA,Eastern,2
24035,Roanoke,VA,Eastern,2
24036,Roanoke,VA,Eastern,2
24037,Roanoke,VA,Eastern,2
24038,Roanoke,VA,Eastern,2
24040,Roanoke,VA,Eastern,2
24042,Roanoke,VA,Eastern,2
24043,Roanoke,VA,Eastern,2
24044,Roanoke,VA,Eastern,2
24045,Roanoke,VA,Eastern,2
24048,Roanoke,VA,Eastern,2
24050,Roanoke,VA,Eastern,2
24053,Ararat,VA,Eastern,2
24054,Axton,VA,Eastern,2
24055,Bassett,VA,Eastern,2
24058,Belspring,VA,Eastern,2
24059,Bent Mountain,VA,Eastern,2
24060,Blacksburg,VA,Eastern,2
24061,Blacksburg,VA,Eastern,2
24062,Blacksburg,VA,Eastern,2
24063,Blacksburg,VA,Eastern,2
24064,Blue Ridge,VA,Eastern,2
24065,Boones Mill,VA,Eastern,2
24066,Buchanan,VA,Eastern,2
24067,Callaway,VA,Eastern,2
24068,Christiansburg,VA,Eastern,2
24069,Cascade,VA,Eastern,2
24070,Catawba,VA,Eastern,2
24072,Check,VA,Eastern,2
24073,Christiansburg,VA,Eastern,2
24076,Claudville,VA,Eastern,2
24077,Cloverdale,VA,Eastern,2
24078,Collinsville,VA,Eastern,2
24079,Copper Hill,VA,Eastern,2
24082,Critz,VA,Eastern,2
24083,Daleville,VA,Eastern,2
24084,Dublin,VA,Eastern,2
24085,Eagle Rock,VA,Eastern,2
24086,Eggleston,VA,Eastern,2
24087,Elliston,VA,Eastern,2
24088,Ferrum,VA,Eastern,2
24089,Fieldale,VA,Eastern,2
24090,Fincastle,VA,Eastern,2
24091,Floyd,VA,Eastern,2
24092,Glade Hill,VA,Eastern,2
24093,Glen Lyn,VA,Eastern,2
24094,Goldbond,VA,Eastern,2
24095,Goodview,VA,Eastern,2
24101,Hardy,VA,Eastern,2
24102,Henry,VA,Eastern,2
24104,Huddleston,VA,Eastern,2
24105,Indian Valley,VA,Eastern,2
24111,Mc Coy,VA,Eastern,2
24112,Martinsville,VA,Eastern,2
24113,Martinsville,VA,Eastern,2
24114,Martinsville,VA,Eastern,2
24115,Martinsville,VA,Eastern,2
24120,Meadows Of Dan,VA,Eastern,2
24121,Moneta,VA,Eastern,2
24122,Montvale,VA,Eastern,2
24124,Narrows,VA,Eastern,2
24126,Newbern,VA,Eastern,2
24127,New Castle,VA,Eastern,2
24128,Newport,VA,Eastern,2
24129,New River,VA,Eastern,2
24130,Oriskany,VA,Eastern,2
24131,Paint Bank,VA,Eastern,2
24132,Parrott,VA,Eastern,2
24133,Patrick Springs,VA,Eastern,2
24134,Pearisburg,VA,Eastern,2
24136,Pembroke,VA,Eastern,2
24137,Penhook,VA,Eastern,2
24138,Pilot,VA,Eastern,2
24139,Pittsville,VA,Eastern,2
24141,Radford,VA,Eastern,2
24142,Radford,VA,Eastern,2
24143,Radford,VA,Eastern,2
24146,Redwood,VA,Eastern,2
24147,Rich Creek,VA,Eastern,2
24148,Ridgeway,VA,Eastern,2
24149,Riner,VA,Eastern,2
24150,Ripplemead,VA,Eastern,2
24151,Rocky Mount,VA,Eastern,2
24153,Salem,VA,Eastern,2
24155,Salem,VA,Eastern,2
24156,Salem,VA,Eastern,2
24157,Salem,VA,Eastern,2
24161,Sandy Level,VA,Eastern,2
24162,Shawsville,VA,Eastern,2
24165,Spencer,VA,Eastern,2
24167,Staffordsville,VA,Eastern,2
24168,Stanleytown,VA,Eastern,2
24171,Stuart,VA,Eastern,2
24174,Thaxton,VA,Eastern,2
24175,Troutville,VA,Eastern,2
24176,Union Hall,VA,Eastern,2
24177,Vesta,VA,Eastern,2
24178,Villamont,VA,Eastern,2
24179,Vinton,VA,Eastern,2
24184,Wirtz,VA,Eastern,2
24185,Woolwine,VA,Eastern,2
24201,Bristol,VA,Eastern,2
24202,Bristol,VA,Eastern,2
24203,Bristol,VA,Eastern,2
24209,Bristol,VA,Eastern,2
24210,Abingdon,VA,Eastern,2
24211,Abingdon,VA,Eastern,2
24212,Abingdon,VA,Eastern,2
24215,Andover,VA,Eastern,2
24216,Appalachia,VA,Eastern,2
24217,Bee,VA,Eastern,2
24218,Ben Hur,VA,Eastern,2
24219,Big Stone Gap,VA,Eastern,2
24220,Birchleaf,VA,Eastern,2
24221,Blackwater,VA,Eastern,2
24224,Castlewood,VA,Eastern,2
24225,Cleveland,VA,Eastern,2
24226,Clinchco,VA,Eastern,2
24228,Clintwood,VA,Eastern,2
24230,Coeburn,VA,Eastern,2
24236,Damascus,VA,Eastern,2
24237,Dante,VA,Eastern,2
24239,Davenport,VA,Eastern,2
24243,Dryden,VA,Eastern,2
24244,Duffield,VA,Eastern,2
24245,Dungannon,VA,Eastern,2
24246,East Stone Gap,VA,Eastern,2
24248,Ewing,VA,Eastern,2
24249,Appalachia,VA,Eastern,2
24250,Fort Blackmore,VA,Eastern,2
24251,Gate City,VA,Eastern,2
24256,Haysi,VA,Eastern,2
24258,Hiltons,VA,Eastern,2
24260,Honaker,VA,Eastern,2
24263,Jonesville,VA,Eastern,2
24265,Keokee,VA,Eastern,2
24266,Lebanon,VA,Eastern,2
24269,Mc Clure,VA,Eastern,2
24270,Mendota,VA,Eastern,2
24271,Nickelsville,VA,Eastern,2
24272,Nora,VA,Eastern,2
24273,Norton,VA,Eastern,2
24277,Pennington Gap,VA,Eastern,2
24279,Pound,VA,Eastern,2
24280,Rosedale,VA,Eastern,2
24281,Rose Hill,VA,Eastern,2
24282,Saint Charles,VA,Eastern,2
24283,Saint Paul,VA,Eastern,2
24285,Stonega,VA,Eastern,2
24289,Trammel,VA,Eastern,2
24290,Weber City,VA,Eastern,2
24292,Whitetop,VA,Eastern,2
24293,Wise,VA,Eastern,2
24301,Pulaski,VA,Eastern,2
24311,Atkins,VA,Eastern,2
24312,Austinville,VA,Eastern,2
24313,Barren Springs,VA,Eastern,2
24314,Bastian,VA,Eastern,2
24315,Bland,VA,Eastern,2
24316,Broadford,VA,Eastern,2
24317,Cana,VA,Eastern,2
24318,Ceres,VA,Eastern,2
24319,Chilhowie,VA,Eastern,2
24322,Cripple Creek,VA,Eastern,2
24323,Crockett,VA,Eastern,2
24324,Draper,VA,Eastern,2
24325,Dugspur,VA,Eastern,2
24326,Elk Creek,VA,Eastern,2
24327,Emory,VA,Eastern,2
24328,Fancy Gap,VA,Eastern,2
24330,Fries,VA,Eastern,2
24333,Galax,VA,Eastern,2
24340,Glade Spring,VA,Eastern,2
24343,Hillsville,VA,Eastern,2
24347,Hiwassee,VA,Eastern,2
24348,Independence,VA,Eastern,2
24350,Ivanhoe,VA,Eastern,2
24351,Lambsburg,VA,Eastern,2
24352,Laurel Fork,VA,Eastern,2
24354,Marion,VA,Eastern,2
24360,Max Meadows,VA,Eastern,2
24361,Meadowview,VA,Eastern,2
24363,Mouth Of Wilson,VA,Eastern,2
24366,Rocky Gap,VA,Eastern,2
24368,Rural Retreat,VA,Eastern,2
24370,Saltville,VA,Eastern,2
24373,Seven Mile Ford,VA,Eastern,2
24374,Speedwell,VA,Eastern,2
24375,Sugar Grove,VA,Eastern,2
24377,Tannersville,VA,Eastern,2
24378,Trout Dale,VA,Eastern,2
24379,Volney,VA,Eastern,2
24380,Willis,VA,Eastern,2
24381,Woodlawn,VA,Eastern,2
24382,Wytheville,VA,Eastern,2
24401,Staunton,VA,Eastern,2
24402,Staunton,VA,Eastern,2
24407,Staunton,VA,Eastern,2
24411,Augusta Springs,VA,Eastern,2
24412,Bacova,VA,Eastern,2
24413,Blue Grass,VA,Eastern,2
24415,Brownsburg,VA,Eastern,2
24416,Buena Vista,VA,Eastern,2
24421,Churchville,VA,Eastern,2
24422,Clifton Forge,VA,Eastern,2
24426,Covington,VA,Eastern,2
24430,Craigsville,VA,Eastern,2
24431,Crimora,VA,Eastern,2
24432,Deerfield,VA,Eastern,2
24433,Doe Hill,VA,Eastern,2
24435,Fairfield,VA,Eastern,2
24437,Fort Defiance,VA,Eastern,2
24438,Glen Wilton,VA,Eastern,2
24439,Goshen,VA,Eastern,2
24440,Greenville,VA,Eastern,2
24441,Grottoes,VA,Eastern,2
24442,Head Waters,VA,Eastern,2
24444,Hightown,VA,Eastern,2
24445,Hot Springs,VA,Eastern,2
24448,Iron Gate,VA,Eastern,2
24450,Lexington,VA,Eastern,2
24457,Low Moor,VA,Eastern,2
24458,Mc Dowell,VA,Eastern,2
24459,Middlebrook,VA,Eastern,2
24460,Millboro,VA,Eastern,2
24463,Mint Spring,VA,Eastern,2
24464,Montebello,VA,Eastern,2
24465,Monterey,VA,Eastern,2
24467,Mount Sidney,VA,Eastern,2
24468,Mustoe,VA,Eastern,2
24469,New Hope,VA,Eastern,2
24471,Port Republic,VA,Eastern,2
24472,Raphine,VA,Eastern,2
24473,Rockbridge Baths,VA,Eastern,2
24474,Selma,VA,Eastern,2
24475,Spottswood,VA,Eastern,2
24476,Steeles Tavern,VA,Eastern,2
24477,Stuarts Draft,VA,Eastern,2
24479,Swoope,VA,Eastern,2
24482,Verona,VA,Eastern,2
24483,Vesuvius,VA,Eastern,2
24484,Warm Springs,VA,Eastern,2
24485,West Augusta,VA,Eastern,2
24486,Weyers Cave,VA,Eastern,2
24487,Williamsville,VA,Eastern,2
24501,Lynchburg,VA,Eastern,2
24502,Lynchburg,VA,Eastern,2
24503,Lynchburg,VA,Eastern,2
24504,Lynchburg,VA,Eastern,2
24505,Lynchburg,VA,Eastern,2
24506,Lynchburg,VA,Eastern,2
24512,Lynchburg,VA,Eastern,2
24513,Lynchburg,VA,Eastern,2
24514,Lynchburg,VA,Eastern,2
24515,Lynchburg,VA,Eastern,2
24517,Altavista,VA,Eastern,2
24520,Alton,VA,Eastern,2
24521,Amherst,VA,Eastern,2
24522,Appomattox,VA,Eastern,2
24523,Bedford,VA,Eastern,2
24526,Big Island,VA,Eastern,2
24527,Blairs,VA,Eastern,2
24528,Brookneal,VA,Eastern,2
24529,Buffalo Junction,VA,Eastern,2
24530,Callands,VA,Eastern,2
24531,Chatham,VA,Eastern,2
24533,Clifford,VA,Eastern,2
24534,Clover,VA,Eastern,2
24535,Cluster Springs,VA,Eastern,2
24536,Coleman Falls,VA,Eastern,2
24538,Concord,VA,Eastern,2
24539,Crystal Hill,VA,Eastern,2
24540,Danville,VA,Eastern,2
24541,Danville,VA,Eastern,2
24543,Danville,VA,Eastern,2
24544,Danville,VA,Eastern,2
24549,Dry Fork,VA,Eastern,2
24550,Evington,VA,Eastern,2
24551,Forest,VA,Eastern,2
24553,Gladstone,VA,Eastern,2
24554,Gladys,VA,Eastern,2
24555,Glasgow,VA,Eastern,2
24556,Goode,VA,Eastern,2
24557,Gretna,VA,Eastern,2
24558,Halifax,VA,Eastern,2
24562,Howardsville,VA,Eastern,2
24563,Hurt,VA,Eastern,2
24565,Java,VA,Eastern,2
24566,Keeling,VA,Eastern,2
24569,Long Island,VA,Eastern,2
24570,Lowry,VA,Eastern,2
24571,Lynch Station,VA,Eastern,2
24572,Madison Heights,VA,Eastern,2
24574,Monroe,VA,Eastern,2
24576,Naruna,VA,Eastern,2
24577,Nathalie,VA,Eastern,2
24578,Natural Bridge,VA,Eastern,2
24579,Natural Bridge Station,VA,Eastern,2
24580,Nelson,VA,Eastern,2
24581,Norwood,VA,Eastern,2
24585,Republican Grove,VA,Eastern,2
24586,Ringgold,VA,Eastern,2
24588,Rustburg,VA,Eastern,2
24589,Scottsburg,VA,Eastern,2
24590,Scottsville,VA,Eastern,2
24592,South Boston,VA,Eastern,2
24593,Spout Spring,VA,Eastern,2
24594,Sutherlin,VA,Eastern,2
24595,Sweet Briar,VA,Eastern,2
24596,Turbeville,VA,Eastern,2
24597,Vernon Hill,VA,Eastern,2
24598,Virgilina,VA,Eastern,2
24599,Wingina,VA,Eastern,2
24601,Amonate,VA,Eastern,2
24602,Bandy,VA,Eastern,2
24603,Big Rock,VA,Eastern,2
24604,Bishop,VA,Eastern,2
24605,Bluefield,VA,Eastern,2
24606,Boissevain,VA,Eastern,2
24607,Breaks,VA,Eastern,2
24608,Burkes Garden,VA,Eastern,2
24609,Cedar Bluff,VA,Eastern,2
24612,Doran,VA,Eastern,2
24613,Falls Mills,VA,Eastern,2
24614,Grundy,VA,Eastern,2
24618,Harman,VA,Eastern,2
24619,Horsepen,VA,Eastern,2
24620,Hurley,VA,Eastern,2
24622,Jewell Ridge,VA,Eastern,2
24624,Keen Mountain,VA,Eastern,2
24627,Mavisdale,VA,Eastern,2
24628,Maxie,VA,Eastern,2
24630,North Tazewell,VA,Eastern,2
24631,Oakwood,VA,Eastern,2
24634,Pilgrims Knob,VA,Eastern,2
24635,Pocahontas,VA,Eastern,2
24637,Pounding Mill,VA,Eastern,2
24639,Raven,VA,Eastern,2
24640,Red Ash,VA,Eastern,2
24641,Richlands,VA,Eastern,2
24646,Rowe,VA,Eastern,2
24647,Shortt Gap,VA,Eastern,2
24649,Swords Creek,VA,Eastern,2
24651,Tazewell,VA,Eastern,2
24656,Vansant,VA,Eastern,2
24657,Whitewood,VA,Eastern,2
24658,Wolford,VA,Eastern,2
24701,Bluefield,WV,Eastern,2
24710,Alpoca,WV,Eastern,2
24712,Athens,WV,Eastern,2
24714,Beeson,WV,Eastern,2
24715,Bramwell,WV,Eastern,2
24716,Bud,WV,Eastern,2
24719,Covel,WV,Eastern,2
24724,Freeman,WV,Eastern,2
24726,Herndon,WV,Eastern,2
24729,Hiawatha,WV,Eastern,2
24731,Kegley,WV,Eastern,2
24732,Kellysville,WV,Eastern,2
24733,Lashmeet,WV,Eastern,2
24736,Matoaka,WV,Eastern,2
24737,Montcalm,WV,Eastern,2
24738,Nemours,WV,Eastern,2
24739,Oakvale,WV,Eastern,2
24740,Princeton,WV,Eastern,2
24747,Rock,WV,Eastern,2
24751,Wolfe,WV,Eastern,2
24801,Welch,WV,Eastern,2
24808,Anawalt,WV,Eastern,2
24810,Ashland,WV,Eastern,2
24811,Avondale,WV,Eastern,2
24813,Bartley,WV,Eastern,2
24815,Berwind,WV,Eastern,2
24816,Big Sandy,WV,Eastern,2
24817,Bradshaw,WV,Eastern,2
24818,Brenton,WV,Eastern,2
24819,Canebrake,WV,Eastern,2
24820,Capels,WV,Eastern,2
24821,Caretta,WV,Eastern,2
24822,Clear Fork,WV,Eastern,2
24823,Coal Mountain,WV,Eastern,2
24824,Coalwood,WV,Eastern,2
24825,Crumpler,WV,Eastern,2
24826,Cucumber,WV,Eastern,2
24827,Cyclone,WV,Eastern,2
24828,Davy,WV,Eastern,2
24829,Eckman,WV,Eastern,2
24830,Elbert,WV,Eastern,2
24831,Elkhorn,WV,Eastern,2
24832,English,WV,Eastern,2
24834,Fanrock,WV,Eastern,2
24836,Gary,WV,Eastern,2
24839,Hanover,WV,Eastern,2
24841,Havaco,WV,Eastern,2
24842,Hemphill,WV,Eastern,2
24843,Hensley,WV,Eastern,2
24844,Iaeger,WV,Eastern,2
24845,Ikes Fork,WV,Eastern,2
24846,Isaban,WV,Eastern,2
24847,Itmann,WV,Eastern,2
24848,Jenkinjones,WV,Eastern,2
24849,Jesse,WV,Eastern,2
24850,Jolo,WV,Eastern,2
24851,Justice,WV,Eastern,2
24852,Keystone,WV,Eastern,2
24853,Kimball,WV,Eastern,2
24854,Kopperston,WV,Eastern,2
24855,Kyle,WV,Eastern,2
24856,Leckie,WV,Eastern,2
24857,Lynco,WV,Eastern,2
24859,Marianna,WV,Eastern,2
24860,Matheny,WV,Eastern,2
24861,Maybeury,WV,Eastern,2
24862,Mohawk,WV,Eastern,2
24866,Newhall,WV,Eastern,2
24867,New Richmond,WV,Eastern,2
24868,Northfork,WV,Eastern,2
24869,North Spring,WV,Eastern,2
24870,Oceana,WV,Eastern,2
24871,Pageton,WV,Eastern,2
24872,Panther,WV,Eastern,2
24873,Paynesville,WV,Eastern,2
24874,Pineville,WV,Eastern,2
24877,Powhatan,WV,Eastern,2
24878,Premier,WV,Eastern,2
24879,Raysal,WV,Eastern,2
24880,Rock View,WV,Eastern,2
24881,Roderfield,WV,Eastern,2
24882,Simon,WV,Eastern,2
24883,Skygusty,WV,Eastern,2
24884,Squire,WV,Eastern,2
24886,Superior,WV,Eastern,2
24887,Switchback,WV,Eastern,2
24888,Thorpe,WV,Eastern,2
24889,Twin Branch,WV,Eastern,2
24892,War,WV,Eastern,2
24894,Warriormine,WV,Eastern,2
24895,Wilcoe,WV,Eastern,2
24896,Wolf Pen,WV,Eastern,2
24897,Worth,WV,Eastern,2
24898,Wyoming,WV,Eastern,2
24899,Yukon,WV,Eastern,2
24901,Lewisburg,WV,Eastern,2
24902,Fairlea,WV,Eastern,2
24910,Alderson,WV,Eastern,2
24915,Arbovale,WV,Eastern,2
24916,Asbury,WV,Eastern,2
24917,Auto,WV,Eastern,2
24918,Ballard,WV,Eastern,2
24919,Ballengee,WV,Eastern,2
24920,Bartow,WV,Eastern,2
24923,Bozoo,WV,Eastern,2
24924,Buckeye,WV,Eastern,2
24925,Caldwell,WV,Eastern,2
24927,Cass,WV,Eastern,2
24928,Clintonville,WV,Eastern,2
24931,Crawley,WV,Eastern,2
24934,Dunmore,WV,Eastern,2
24935,Forest Hill,WV,Eastern,2
24936,Fort Spring,WV,Eastern,2
24938,Frankford,WV,Eastern,2
24941,Gap Mills,WV,Eastern,2
24942,Glace,WV,Eastern,2
24943,Grassy Meadows,WV,Eastern,2
24944,Green Bank,WV,Eastern,2
24945,Greenville,WV,Eastern,2
24946,Hillsboro,WV,Eastern,2
24950,Kieffer,WV,Eastern,2
24951,Lindside,WV,Eastern,2
24954,Marlinton,WV,Eastern,2
24957,Maxwelton,WV,Eastern,2
24958,Meadow Bluff,WV,Eastern,2
24961,Neola,WV,Eastern,2
24962,Pence Springs,WV,Eastern,2
24963,Peterstown,WV,Eastern,2
24966,Renick,WV,Eastern,2
24970,Ronceverte,WV,Eastern,2
24973,Sarton,WV,Eastern,2
24974,Secondcreek,WV,Eastern,2
24976,Sinks Grove,WV,Eastern,2
24977,Smoot,WV,Eastern,2
24980,Sweet Springs,WV,Eastern,2
24981,Talcott,WV,Eastern,2
24983,Union,WV,Eastern,2
24984,Waiteville,WV,Eastern,2
24985,Wayside,WV,Eastern,2
24986,White Sulphur Springs,WV,Eastern,2
24991,Williamsburg,WV,Eastern,2
24993,Wolfcreek,WV,Eastern,2
25002,Alloy,WV,Eastern,2
25003,Alum Creek,WV,Eastern,2
25004,Ameagle,WV,Eastern,2
25005,Amma,WV,Eastern,2
25007,Arnett,WV,Eastern,2
25008,Artie,WV,Eastern,2
25009,Ashford,WV,Eastern,2
25010,Bald Knob,WV,Eastern,2
25011,Bancroft,WV,Eastern,2
25013,Barrett,WV,Eastern,2
25014,Beards Fork,WV,Eastern,2
25015,Belle,WV,Eastern,2
25018,Bentree,WV,Eastern,2
25019,Bickmore,WV,Eastern,2
25021,Bim,WV,Eastern,2
25022,Blair,WV,Eastern,2
25024,Bloomingrose,WV,Eastern,2
25025,Blount,WV,Eastern,2
25026,Blue Creek,WV,Eastern,2
25028,Bob White,WV,Eastern,2
25030,Bomont,WV,Eastern,2
25031,Boomer,WV,Eastern,2
25033,Buffalo,WV,Eastern,2
25034,Burnwell,WV,Eastern,2
25035,Cabin Creek,WV,Eastern,2
25036,Cannelton,WV,Eastern,2
25039,Cedar Grove,WV,Eastern,2
25040,Charlton Heights,WV,Eastern,2
25043,Clay,WV,Eastern,2
25044,Clear Creek,WV,Eastern,2
25045,Clendenin,WV,Eastern,2
25046,Clio,WV,Eastern,2
25047,Clothier,WV,Eastern,2
25048,Colcord,WV,Eastern,2
25049,Comfort,WV,Eastern,2
25051,Costa,WV,Eastern,2
25052,Crown Hill,WV,Eastern,2
25053,Danville,WV,Eastern,2
25054,Dawes,WV,Eastern,2
25057,Deep Water,WV,Eastern,2
25059,Dixie,WV,Eastern,2
25060,Dorothy,WV,Eastern,2
25061,Drybranch,WV,Eastern,2
25062,Dry Creek,WV,Eastern,2
25063,Duck,WV,Eastern,2
25064,Dunbar,WV,Eastern,2
25067,East Bank,WV,Eastern,2
25070,Eleanor,WV,Eastern,2
25071,Elkview,WV,Eastern,2
25075,Eskdale,WV,Eastern,2
25076,Ethel,WV,Eastern,2
25079,Falling Rock,WV,Eastern,2
25081,Foster,WV,Eastern,2
25082,Fraziers Bottom,WV,Eastern,2
25083,Gallagher,WV,Eastern,2
25085,Gauley Bridge,WV,Eastern,2
25086,Glasgow,WV,Eastern,2
25088,Glen,WV,Eastern,2
25090,Glen Ferris,WV,Eastern,2
25093,Gordon,WV,Eastern,2
25095,Grimms Landing,WV,Eastern,2
25102,Handley,WV,Eastern,2
25103,Hansford,WV,Eastern,2
25105,Harrison,WV,Eastern,2
25106,Henderson,WV,Eastern,2
25107,Hernshaw,WV,Eastern,2
25108,Hewett,WV,Eastern,2
25109,Hometown,WV,Eastern,2
25110,Hugheston,WV,Eastern,2
25111,Indore,WV,Eastern,2
25112,Institute,WV,Eastern,2
25113,Ivydale,WV,Eastern,2
25114,Jeffrey,WV,Eastern,2
25115,Kanawha Falls,WV,Eastern,2
25118,Kimberly,WV,Eastern,2
25119,Kincaid,WV,Eastern,2
25120,Kingston,WV,Eastern,2
25121,Lake,WV,Eastern,2
25122,Leewood,WV,Eastern,2
25123,Leon,WV,Eastern,2
25124,Liberty,WV,Eastern,2
25125,Lizemores,WV,Eastern,2
25126,London,WV,Eastern,2
25130,Madison,WV,Eastern,2
25131,Mahan,WV,Eastern,2
25132,Mammoth,WV,Eastern,2
25133,Maysel,WV,Eastern,2
25134,Miami,WV,Eastern,2
25135,Montcoal,WV,Eastern,2
25136,Montgomery,WV,Eastern,2
25139,Mount Carbon,WV,Eastern,2
25140,Naoma,WV,Eastern,2
25141,Nebo,WV,Eastern,2
25142,Nellis,WV,Eastern,2
25143,Nitro,WV,Eastern,2
